date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01  00:00:19,30.6,30.66666667,30.13333333,30.66666667,17.7948527,131.25,26.13750076
2016-07-01  00:00:20,31,31.8,30.66666667,31.26666667,18.14301554,242.8,26.13750076
2016-07-01  00:00:21,31.6,31.86666667,30.86666667,31.73333333,18.41380412,193.6,25.69849968
2016-07-01  00:00:22,31.86666667,32.13333333,31.06666667,31.2,18.10432536,302.3,25.91799927
2016-07-01  00:00:23,31.33333333,31.33333333,30.8,30.8,17.8722229,212.25,25.91799927
2016-07-01  00:00:24,31.46666667,32.53333333,31.2,32,18.56854248,434.05,25.91799927
2016-07-01  00:00:25,32,33.8,31.73333333,33.26666667,19.30355021,572.85,26.35750008
2016-07-01  00:00:26,33.53333333,33.66666667,32.6,32.8,19.0327535,217.5,26.13750076
2016-07-01  00:00:27,33.33333333,33.46666667,32.46666667,32.66666667,18.9553894,181.95,25.69849968
2016-07-01  00:00:28,32.33333333,32.6,31.73333333,31.93333333,18.5298584,152.55,25.69849968
2016-07-01  00:00:29,31.93333333,31.93333333,31.93333333,31.93333333,18.5298584,0,25.91799927
2016-07-01  00:00:30,31.6,31.66666667,31.2,31.2,18.10432536,130.15,25.91799927
2016-07-01  00:00:31,31.2,31.26666667,29.93333333,30.13333333,17.48537598,133.65,25.91799927
2016-07-01  00:00:32,30.66666667,30.8,29.46666667,30,17.40800985,144.2,25.47850037
2016-07-01  00:00:33,31,31.73333333,30.53333333,31.6,18.33643595,218.05,25.69799995
2016-07-01  00:00:34,31.6,31.6,30.8,31.26666667,18.14301554,216.65,25.91799927
2016-07-01  00:00:35,31,31,30.4,30.46666667,17.67879842,121.1,25.91799927
2016-07-01  00:00:36,30.26666667,30.4,29.66666667,29.73333333,17.25327148,155.65,26.13750076
2016-07-01  00:00:37,30,30.73333333,29.8,29.86666667,17.33063558,171.4,26.35750008
2016-07-01  00:00:38,30.2,30.73333333,30.06666667,30.33333333,17.60142822,129.2,26.57749939
2016-07-01  00:00:39,30.26666667,30.66666667,29.93333333,30.26666667,17.56274414,161.8,27.45599937
2016-07-01  00:00:40,30.13333333,30.4,29.86666667,30.06666667,17.44669189,116.7,27.6760006
2016-07-01  00:00:41,30.06666667,30.2,29,29.26666667,16.98247986,174.8,28.1154995
2016-07-01  00:00:42,29.33333333,29.6,28.73333333,29.13333333,16.90510661,192.2,28.55450058
2016-07-01  00:00:43,28.8,29.6,28.46666667,29.13333333,16.90510661,186.6,28.77449989
2016-07-01  00:00:44,29,29.93333333,29,29,16.82774251,174.25,29.6534996
2016-07-01  00:00:45,29.33333333,29.66666667,28.8,28.93333333,16.7890564,199.8,29.21349907
2016-07-01  00:00:46,29.26666667,30.13333333,29.26666667,30.13333333,17.48537598,296.75,27.89550018
2016-07-01  00:00:47,29.8,30.33333333,29.53333333,30.33333333,17.60142822,182.3,27.23649979
2016-07-01  00:00:48,30.33333333,30.86666667,30.26666667,30.66666667,17.7948527,183.45,27.67550087
2016-07-01  00:00:49,31,32.13333333,31,32.13333333,18.64591268,692.7,28.55450058
2016-07-01  00:00:50,32,32.26666667,31.33333333,31.8,18.45249227,299.5,28.55450058
2016-07-01  00:00:51,31.53333333,32,31.13333333,31.6,18.33643595,187.45,28.55450058
2016-07-01  00:00:52,31.46666667,31.46666667,30.86666667,31.33333333,18.18169759,151,28.1154995
2016-07-01  00:00:53,31.66666667,32.8,31.13333333,32.66666667,18.9553894,221.7,28.1154995
2016-07-01  00:00:54,33,33.06666667,32.26666667,32.6,18.91670125,191.95,27.89550018
2016-07-01  00:00:55,32.6,32.6,32.6,32.6,18.91670125,0,27.67550087
2016-07-01  00:00:56,32.66666667,33.33333333,32.33333333,33.13333333,19.22618001,146.75,27.23649979
2016-07-01  00:00:57,33.06666667,33.06666667,31.6,31.8,18.45249227,175.4,28.1154995
2016-07-01  00:00:58,32.06666667,33.06666667,31.93333333,32.93333333,19.1101237,173.55,28.77400017
2016-07-01  00:00:59,33.4,34.4,33,34.06666667,19.76775513,508.65,29.6534996
2016-07-01  00:01:00,34.66666667,35.53333333,34.33333333,35.06666667,20.34802856,337.6,31.41150093
2016-07-01  00:01:01,35.33333333,35.66666667,34.66666667,35.2,20.47600301,195.8,31.41150093
2016-07-01  00:01:02,35.06666667,36.33333333,34.86666667,35.8,20.82502645,213.45,31.41150093
2016-07-01  00:01:03,35.46666667,36.53333333,35.2,35.2,20.47600301,168.1,31.41150093
2016-07-01  00:01:04,35.26666667,36.66666667,35.26666667,35.8,20.82502645,163.75,32.50999832
2016-07-01  00:01:05,35.13333333,37.33333333,35.06666667,36.93333333,21.48429159,206.6,32.72949982
2016-07-01  00:01:06,37.33333333,38.2,37,37.06666667,21.56185303,230.6,32.94900131
2016-07-01  00:01:07,36.8,37.46666667,35.86666667,36.2,21.05770671,204.95,32.94900131
2016-07-01  00:01:08,34.86666667,35.2,33.33333333,34.06666667,19.81673584,226.4,31.85050011
2016-07-01  00:01:09,34.33333333,34.8,33.73333333,34.2,19.89429728,243.95,30.75200081
2016-07-01  00:01:10,34.86666667,36.2,34.73333333,36.2,21.05770671,173.85,29.87299919
2016-07-01  00:01:11,35.93333333,36.6,35.6,36.6,21.29038696,174.2,29.43350029
2016-07-01  00:01:12,36.33333333,37,36.13333333,36.6,21.29038696,216.1,28.99399948
2016-07-01  00:01:13,36.4,36.93333333,36,36.93333333,21.48429159,188.55,28.33499908
2016-07-01  00:01:14,36.46666667,38.33333333,36.4,37.6,21.87209676,250.4,28.77449989
2016-07-01  00:01:15,34.26666667,35.26666667,32.13333333,35.26666667,20.51478475,412.45,28.55500031
2016-07-01  00:01:16,35.93333333,37,35,37,21.52306315,219.45,28.55500031
2016-07-01  00:01:17,36.33333333,37.06666667,35.6,36.2,21.05770671,207.85,28.33499908
2016-07-01  00:01:18,36.46666667,38.4,36.33333333,37.66666667,21.91087036,217.15,27.89550018
2016-07-01  00:01:19,38.33333333,38.66666667,35.4,37.6,21.87209676,249.95,27.6760006
2016-07-01  00:01:20,38,38.13333333,36.86666667,37.06666667,21.56185303,136.8,27.89550018
2016-07-01  00:01:21,37.46666667,38.2,37.26666667,37.86666667,22.02721354,156.25,28.99399948
2016-07-01  00:01:22,37.53333333,37.66666667,35.86666667,36.26666667,21.09648844,202.55,30.9715004
2016-07-01  00:01:23,36.06666667,37.06666667,35.13333333,36.33333333,21.13526815,211.1,32.5094986
2016-07-01  00:01:24,36.46666667,36.66666667,35.6,35.8,20.82502645,191.2,35.14649963
2016-07-01  00:01:25,36.26666667,37.8,36,37.66666667,21.91087036,118.9,36.46500015
2016-07-01  00:01:26,37.66666667,37.66666667,36.93333333,37.06666667,21.56185303,109.8,37.78350067
2016-07-01  00:01:27,37.06666667,37.06666667,37.06666667,37.06666667,21.56185303,0,37.34349823
2016-07-01  00:01:28,37.06666667,37.06666667,37.06666667,37.06666667,21.56185303,0,36.90449905
2016-07-01  00:01:29,37.06666667,37.06666667,37.06666667,37.06666667,21.56185303,0,33.82799911
2016-07-01  00:01:30,37.8,38.2,36.66666667,36.73333333,21.36795654,139.7,32.94900131
2016-07-01  00:01:31,36.6,37.06666667,36.46666667,36.66666667,21.32916667,111.8,33.16899872
2016-07-01  00:01:32,36,37.2,35.6,36.8,21.40673625,168.85,32.72949982
2016-07-01  00:01:33,36.46666667,36.73333333,35.33333333,35.4,20.59234619,151.15,32.07049942
2016-07-01  00:01:34,36.06666667,36.2,34.4,35.66666667,20.74746501,223.8,31.63100052
2016-07-01  00:01:35,35,35.06666667,34.2,34.6,20.12697957,165.05,31.63100052
2016-07-01  00:01:36,33.4,34.13333333,33.13333333,33.73333333,19.62283529,223.8,31.41150093
2016-07-01  00:01:37,34.13333333,34.33333333,32.53333333,32.86666667,19.118691,222.3,30.9715004
2016-07-01  00:01:38,34.2,36.2,34,35.6,20.70868734,373.1,30.53249931
2016-07-01  00:01:39,33.6,35,33.6,34.93333333,20.32088013,268.45,28.99399948
2016-07-01  00:01:40,34.26666667,34.26666667,33.33333333,33.33333333,19.39015503,94.2,28.77449989
2016-07-01  00:01:41,33.66666667,34.13333333,33.46666667,33.73333333,19.62283529,135.15,29.43350029
2016-07-01  00:01:42,33.46666667,34.33333333,33.2,33.8,19.66161296,226.6,30.09250069
2016-07-01  00:01:43,35.13333333,35.13333333,33.93333333,33.93333333,19.73917236,99.1,31.19149971
2016-07-01  00:01:44,33.4,33.86666667,33.26666667,33.4,19.4289388,106.75,31.63100052
2016-07-01  00:01:45,33,33.26666667,32.6,32.73333333,19.04112956,93.35,31.63100052
2016-07-01  00:01:46,33,33.93333333,33,33.2,19.31259562,103.25,33.38899994
2016-07-01  00:01:47,33.33333333,33.66666667,32.2,32.6,18.96356812,153.9,34.48749924
2016-07-01  00:01:48,32.53333333,33.26666667,32.26666667,33.26666667,19.35137533,99.75,34.04750061
2016-07-01  00:01:49,33.4,33.8,33.13333333,33.13333333,19.27381592,116.3,32.07049942
2016-07-01  00:01:50,34.13333333,34.6,33.66666667,34.6,20.12697957,108.65,30.9715004
2016-07-01  00:01:51,34.53333333,34.53333333,33.73333333,33.86666667,19.70039266,78.05,30.75200081
2016-07-01  00:01:52,33.4,33.93333333,33.4,33.93333333,19.73917236,118.9,31.85050011
2016-07-01  00:01:53,33.6,33.66666667,32.86666667,33.53333333,19.50649618,126.75,32.94900131
2016-07-01  00:01:54,32.86666667,33.4,32.86666667,33.4,19.4289388,210.5,33.60850143
2016-07-01  00:01:55,33.4,34,33.13333333,33.46666667,19.46771444,78.15,33.38899994
2016-07-01  00:01:56,32.8,32.93333333,32.13333333,32.33333333,18.80844727,179.75,33.38899994
2016-07-01  00:01:57,32,32.2,30.33333333,30.46666667,17.72259928,247.25,33.38899994
2016-07-01  00:01:58,30.26666667,30.8,29.46666667,29.53333333,17.17967326,230.7,33.16899872
2016-07-01  00:01:59,30,30.4,29.2,29.66666667,17.25723674,143.85,33.16899872
2016-07-01  00:00:60,29.66666667,30.53333333,29.4,30.33333333,17.64503988,71.15,33.16899872
2016-07-01  00:00:61,30.8,31.4,30.73333333,31.4,18.26552531,97,33.16899872
2016-07-01  00:00:62,31.6,32.2,31.4,31.86666667,18.53698324,149.65,32.94950104
2016-07-01  00:00:63,32.2,32.53333333,31.8,31.86666667,18.53698324,123.75,32.94950104
2016-07-01  00:00:64,30.86666667,31.66666667,30.66666667,31.06666667,18.07162272,170.4,32.72949982
2016-07-01  00:00:65,30.8,31.33333333,30.46666667,30.86666667,17.95528158,82.65,32.72949982
2016-07-01  00:00:66,30.86666667,31.86666667,30.6,31.66666667,18.42064819,104.95,32.72949982
2016-07-01  00:00:67,31.8,32.46666667,31.73333333,32.46666667,18.88601278,119.4,32.50999832
2016-07-01  00:00:68,32.66666667,33.06666667,32.46666667,32.93333333,19.15747274,130,32.29000092
2016-07-01  00:00:69,32.93333333,33.13333333,32.2,32.2,18.73088989,100.35,32.5094986
2016-07-01  00:00:70,32.46666667,32.53333333,31.2,31.4,18.26552531,144.7,32.72949982
2016-07-01  00:00:71,31.73333333,32.13333333,31.4,31.93333333,18.57576904,110.85,33.38850021
2016-07-01  00:00:72,31.93333333,32.2,31.26666667,31.53333333,18.34308675,110.3,34.48749924
2016-07-01  00:00:73,31.4,31.66666667,30.86666667,31.66666667,18.42064819,155.9,34.92649841
2016-07-01  00:00:74,31.4,31.86666667,31,31.86666667,18.53698324,137.6,35.36650085
2016-07-01  00:00:75,32.06666667,33.2,32.06666667,33.2,19.31259562,155.05,36.24549866
2016-07-01  00:00:76,33.06666667,33.53333333,32.73333333,33.4,19.4289388,175.45,33.82799911
2016-07-01  00:00:77,33.53333333,33.53333333,32.93333333,33.4,19.4289388,85.9,33.38850021
2016-07-01  00:00:78,33.4,33.4,32.6,32.86666667,19.118691,101.6,33.82799911
2016-07-01  00:00:79,32.53333333,32.86666667,31.93333333,32.26666667,18.76966553,117.95,34.26750183
2016-07-01  00:00:80,32.06666667,32.53333333,31.8,31.8,18.49820964,73.65,32.94900131
2016-07-01  00:00:81,31.66666667,31.66666667,30.53333333,30.6,17.80016276,161.65,32.29000092
2016-07-01  00:00:82,30.06666667,30.26666667,29.86666667,30.06666667,17.48991699,164.6,32.94900131
2016-07-01  00:00:83,30.06666667,30.06666667,30.06666667,30.06666667,17.48991699,0,33.16899872
2016-07-01  00:00:84,30.53333333,30.6,30.06666667,30.06666667,17.48991699,120,33.60850143
2016-07-01  00:00:85,30,30.06666667,29.13333333,30,17.45114339,197.5,33.60850143
2016-07-01  00:00:86,29.86666667,30.93333333,29.8,30.93333333,17.99406331,220.95,33.60850143
2016-07-01  00:00:87,30.93333333,31.26666667,30.86666667,30.93333333,17.99406331,166.95,32.94950104
2016-07-01  00:00:88,30.66666667,30.8,30.26666667,30.46666667,17.72259928,91.35,32.94950104
2016-07-01  00:00:89,30.46666667,31.06666667,30.33333333,30.6,17.80016276,177.05,32.94950104
2016-07-01  00:00:90,30.13333333,30.93333333,30.13333333,30.93333333,17.99406331,205.2,33.16899872
2016-07-01  00:00:91,30.93333333,31.46666667,30.73333333,31.46666667,18.30430705,220.135,33.16899872
2016-07-01  00:00:92,31.6,32.2,31.53333333,31.93333333,18.57576904,137.655,33.60850143
2016-07-01  00:00:93,32,32.06666667,31.46666667,31.73333333,18.45942383,86.725,34.70700073
2016-07-01  00:00:94,31.4,32,31,31.13333333,18.11040853,204.895,35.80550003
2016-07-01  00:00:95,31.86666667,32.2,31.73333333,31.8,18.49820964,173.015,38.00299835
2016-07-01  00:00:96,32,32,30.8,31.06666667,18.07162272,208.445,40.20000076
2016-07-01  00:00:97,31,31.06666667,30.66666667,30.86666667,17.95528158,102.23,43.27600098
2016-07-01  00:00:98,31.2,31.33333333,30.86666667,30.86666667,17.95528158,85.875,48.11000061
2016-07-01  00:00:99,30.86666667,31.4,30.86666667,31.4,18.26552531,100.495,49.86800003
2016-07-01  00:00:100,30.73333333,31.4,30.66666667,31.4,18.26552531,82.15,48.98899841
2016-07-01  00:00:101,31.4,31.4,31.06666667,31.33333333,18.22674561,78.035,45.9129982
2016-07-01  00:00:102,31.13333333,31.13333333,30.6,30.6,17.80016276,90.465,43.71549988
2016-07-01  00:00:103,30.33333333,30.66666667,30.2,30.26666667,17.60626017,91.045,42.39749908
2016-07-01  00:00:104,30.6,30.8,30.26666667,30.46666667,17.72259928,131.88,41.29899979
2016-07-01  00:00:105,30.2,30.26666667,29.53333333,29.66666667,17.25723674,139.595,40.20050049
2016-07-01  00:00:106,29.6,29.66666667,29.06666667,29.66666667,17.25723674,170.99,39.32149887
2016-07-01  00:00:107,30,30.13333333,29.6,29.8,17.33479818,132.925,38.88150024
2016-07-01  00:00:108,30.06666667,30.66666667,30,30.26666667,17.60626017,164.375,38.22299957
2016-07-01  00:00:109,30.6,30.8,30.33333333,30.8,17.91650391,124.82,38.00299835
2016-07-01  00:00:110,31,31.2,30.6,31.13333333,18.11040853,161.44,37.56349945
2016-07-01  00:00:111,30.8,30.86666667,30.53333333,30.86666667,17.95528158,109.845,37.12400055
2016-07-01  00:00:112,30.86666667,30.86666667,30.46666667,30.66666667,17.83894043,74.8,36.68450165
2016-07-01  00:00:113,30.73333333,31.33333333,30.73333333,30.93333333,17.99406331,128.395,36.24549866
2016-07-01  00:00:114,31,31.26666667,30.73333333,31.06666667,18.07162272,145.575,36.24549866
2016-07-01  00:00:115,30.93333333,31,30.26666667,30.4,17.68381958,151.3,36.46500015
2016-07-01  00:00:116,30.06666667,30.2,29.8,29.93333333,17.41235352,187.855,37.78300095
2016-07-01  00:00:117,29.8,30.13333333,29.66666667,29.66666667,17.25723674,173.11,39.10150146
2016-07-01  00:00:118,29.93333333,29.93333333,29.53333333,29.66666667,17.25723674,122.645,40.85950089
2016-07-01  00:00:119,29.33333333,29.6,29.06666667,29.4,17.10211385,363.94,43.05649948
2016-07-01  00:01:60,29.33333333,29.53333333,28.73333333,28.8,16.75309245,188.865,44.59500122
2016-07-01  00:01:61,28.73333333,28.73333333,28.46666667,28.46666667,16.55919291,156.895,45.69350052
2016-07-01  00:01:62,28.8,28.93333333,28.53333333,28.6,16.63674723,224.42,47.23099899
2016-07-01  00:01:63,28.8,28.86666667,28.2,28.26666667,16.44285278,214.44,48.54999924
2016-07-01  00:01:64,28.26666667,28.26666667,28.26666667,28.26666667,16.44285278,0,47.01200104
2016-07-01  00:01:65,28.26666667,28.26666667,27.93333333,28,16.2877299,187.805,46.35250092
2016-07-01  00:01:66,27.66666667,28,27.6,28,16.2877299,278.755,45.25400162
2016-07-01  00:01:67,27.93333333,28,27.53333333,28,16.2877299,302.495,43.9355011
2016-07-01  00:01:68,28.13333333,28.4,27.66666667,27.66666667,16.09382935,295.46,42.61700058
2016-07-01  00:01:69,27.33333333,27.46666667,27,27,15.70602315,265.05,41.29899979
2016-07-01  00:01:70,27.33333333,27.53333333,27.2,27.4,15.93870951,219.13,40.41999817
2016-07-01  00:01:71,27.66666667,27.93333333,27.6,27.6,16.09812927,142.24,39.98049927
2016-07-01  00:01:72,27.6,27.8,27.33333333,27.46666667,16.02036438,198.215,39.32149887
2016-07-01  00:01:73,27.6,28,27.6,27.73333333,16.17590942,138.535,38.66199875
2016-07-01  00:01:74,28.13333333,28.53333333,27.93333333,28.46666667,16.60363159,252.33,38.22249985
2016-07-01  00:01:75,28.66666667,29.2,28.4,29.2,17.03135885,256.015,37.56349945
2016-07-01  00:01:76,29.06666667,29.13333333,28.73333333,29.13333333,16.99246724,118.11,37.12400055
2016-07-01  00:01:77,28.8,29.4,28.73333333,29.4,17.14800618,123.39,36.68450165
2016-07-01  00:01:78,29.4,29.6,29.2,29.33333333,17.10912679,129.62,36.46500015
2016-07-01  00:01:79,29.66666667,30,29.46666667,29.73333333,17.34243571,142.7,36.46500015
2016-07-01  00:01:80,29.73333333,29.73333333,29.73333333,29.73333333,17.34243571,0,37.56349945
2016-07-01  00:01:81,29.33333333,29.46666667,29,29.13333333,16.99246724,118.315,38.22249985
2016-07-01  00:01:82,29.13333333,29.33333333,29,29.2,17.03135885,128.435,39.54100037
2016-07-01  00:01:83,29,29.26666667,28.93333333,29.2,17.03135885,82.835,40.63999939
2016-07-01  00:01:84,28.86666667,28.86666667,28.4,28.66666667,16.72028503,146.99,42.8370018
2016-07-01  00:01:85,28.8,28.93333333,28.46666667,28.6,16.6813975,93.96,42.8370018
2016-07-01  00:01:86,28.26666667,28.86666667,28.26666667,28.33333333,16.52585551,128.74,42.61700058
2016-07-01  00:01:87,28.06666667,28.46666667,28.06666667,28.46666667,16.60363159,109.135,43.49599838
2016-07-01  00:01:88,28.66666667,28.86666667,28.46666667,28.66666667,16.72028503,128.225,44.1554985
2016-07-01  00:01:89,29,29.2,28.93333333,29.06666667,16.95358582,126.08,43.05649948
2016-07-01  00:01:90,28.86666667,29.2,28.8,28.93333333,16.87581787,102.555,42.17750168
2016-07-01  00:01:91,29.06666667,29.46666667,29.06666667,29.06666667,16.95358582,87.67,41.29899979
2016-07-01  00:01:92,29.06666667,29.26666667,28.86666667,28.86666667,16.83693136,115.9,40.63949966
2016-07-01  00:01:93,28.86666667,29.2,28.6,28.73333333,16.75917358,137.165,40.41999817
2016-07-01  00:01:94,28.73333333,29.2,28.66666667,29.06666667,16.95358582,133.15,40.20050049
2016-07-01  00:01:95,29.13333333,29.33333333,28.93333333,29.2,17.03135885,124.58,39.76050186
2016-07-01  00:01:96,29.06666667,29.2,28.73333333,29.06666667,16.95358582,125.24,39.32149887
2016-07-01  00:01:97,28.86666667,29.06666667,28.53333333,28.93333333,16.87581787,141.135,38.88150024
2016-07-01  00:01:98,28.6,29.06666667,28.53333333,28.8,16.79804688,108.37,38.44250107
2016-07-01  00:01:99,28.8,28.8,28.8,28.8,16.79804688,0,38.00299835
2016-07-01  00:01:100,28.46666667,29.2,28.46666667,29.13333333,16.99246724,181.865,37.56349945
2016-07-01  00:01:101,29.13333333,29.46666667,28.93333333,29.4,17.14800618,161.84,36.68450165
2016-07-01  00:01:102,29.6,30.26666667,29.53333333,29.93333333,17.45909627,255.165,36.68450165
2016-07-01  00:01:103,30.13333333,30.53333333,29.86666667,30,17.4979716,319.855,36.68450165
2016-07-01  00:01:104,29.86666667,30.06666667,29.6,29.8,17.38131714,159.79,36.90449905
2016-07-01  00:01:105,29.13333333,29.33333333,29.06666667,29.13333333,16.99246724,169.47,37.34349823
2016-07-01  00:01:106,29.06666667,29.26666667,28.66666667,28.93333333,16.87581787,119.03,37.78350067
2016-07-01  00:01:107,29.06666667,29.06666667,28.46666667,28.6,16.6813975,133.98,37.56349945
2016-07-01  00:01:108,28.06666667,28.2,27.4,27.4,15.98148193,338.1,39.10150146
2016-07-01  00:01:109,27.06666667,27.46666667,26.93333333,27.13333333,15.82594096,205.245,39.98049927
2016-07-01  00:01:110,27.13333333,27.2,26.8,26.93333333,15.70929057,104.455,40.85950089
2016-07-01  00:01:111,26.66666667,26.8,26.53333333,26.8,15.6315155,149.035,41.73849869
2016-07-01  00:01:112,27,27.26666667,26.73333333,26.86666667,15.67040812,132.305,42.61700058
2016-07-01  00:01:113,26.86666667,26.86666667,26.86666667,26.86666667,15.67040812,0,41.95800018
2016-07-01  00:01:114,26.53333333,26.53333333,26.13333333,26.4,15.39821065,147.03,41.51850128
2016-07-01  00:01:115,26.53333333,26.73333333,26.06666667,26.26666667,15.32044678,154.85,41.07949829
2016-07-01  00:01:116,26.06666667,26.26666667,25.8,26.06666667,15.2037913,133.805,40.20050049
2016-07-01  00:01:117,26.13333333,26.13333333,25.73333333,25.86666667,15.08714091,124.83,39.76050186
2016-07-01  00:01:118,25.73333333,26.53333333,25.6,26.33333333,15.35933431,175.505,39.32149887
2016-07-01  00:01:119,26.33333333,26.86666667,26.26666667,26.66666667,15.55375366,130.945,39.10150146
2016-07-01  00:00:120,26.33333333,26.8,26.26666667,26.33333333,15.35933431,114.535,38.88150024
2016-07-01  00:00:121,26.46666667,26.46666667,25.66666667,25.66666667,14.97048747,177.445,38.44250107
2016-07-01  00:00:122,26.13333333,26.2,25.73333333,25.73333333,15.00936686,131.02,38.00299835
2016-07-01  00:00:123,25.8,25.93333333,25.46666667,25.46666667,14.85382996,137.105,37.56349945
2016-07-01  00:00:124,25.46666667,25.73333333,25.13333333,25.13333333,14.65941366,346.125,37.34400177
2016-07-01  00:00:125,25.6,26.13333333,25.6,25.86666667,15.08714091,176.575,37.12400055
2016-07-01  00:00:126,26.2,26.33333333,26,26.13333333,15.24267578,137.51,37.12400055
2016-07-01  00:00:127,26.13333333,26.26666667,25.8,26.26666667,15.32044678,128.135,37.12400055
2016-07-01  00:00:128,26.13333333,26.66666667,26.13333333,26.4,15.39821065,188.7,35.58599854
2016-07-01  00:00:129,26.46666667,26.53333333,26.06666667,26.13333333,15.24267578,127.67,34.48749924
2016-07-01  00:00:130,25.8,26.2,25.73333333,25.93333333,15.12602336,109.97,35.36650085
2016-07-01  00:00:131,25.86666667,25.93333333,25.66666667,25.86666667,15.08714091,99.775,34.92649841
2016-07-01  00:00:132,25.86666667,25.86666667,25.26666667,25.33333333,14.77606506,147.965,35.80550003
2016-07-01  00:00:133,25,25,24.73333333,25,14.58164266,174.31,38.22299957
2016-07-01  00:00:134,25,25.06666667,24.26666667,24.33333333,14.19280396,167.465,40.41999817
2016-07-01  00:00:135,24.66666667,24.73333333,24.26666667,24.66666667,14.38722331,113.935,41.07949829
2016-07-01  00:00:136,24.4,24.73333333,24.4,24.53333333,14.30945129,94.345,42.8370018
2016-07-01  00:00:137,24.33333333,24.6,24.26666667,24.6,14.34833171,66.575,42.61700058
2016-07-01  00:00:138,24.6,24.66666667,24.13333333,24.53333333,14.30945129,88.105,41.51850128
2016-07-01  00:00:139,24.6,24.6,24.33333333,24.33333333,14.19280396,72.295,40.41999817
2016-07-01  00:00:140,24.33333333,24.33333333,24.33333333,24.33333333,14.19280396,0,39.32149887
2016-07-01  00:00:141,24.33333333,24.33333333,24.33333333,24.33333333,14.19280396,0,38.88150024
2016-07-01  00:00:142,24.33333333,24.33333333,24.33333333,24.33333333,14.19280396,0,38.44250107
2016-07-01  00:00:143,24.66666667,24.93333333,24.6,24.8,14.46498922,133.24,38.44250107
2016-07-01  00:00:144,25,25.4,24.93333333,25.4,14.8149526,176.445,38.44250107
2016-07-01  00:00:145,25.4,25.4,25.4,25.4,14.8149526,0,38.22249985
2016-07-01  00:00:146,25.6,25.66666667,25.26666667,25.6,14.93160095,257.865,38.00299835
2016-07-01  00:00:147,25.33333333,25.4,24.46666667,24.46666667,14.27056783,297.555,37.78350067
2016-07-01  00:00:148,23.46666667,23.66666667,22.46666667,22.66666667,13.22068787,457.67,37.56349945
2016-07-01  00:00:149,22.93333333,23.2,22.8,22.93333333,13.37622579,198.675,37.12400055
2016-07-01  00:00:150,23.4,23.73333333,23.2,23.46666667,13.68730164,191.695,37.12400055
2016-07-01  00:00:151,25.46666667,26.8,25.2,26.46666667,15.43709717,768.825,36.90449905
2016-07-01  00:00:152,26.93333333,27.13333333,26.33333333,26.8,15.6315155,403.305,37.56349945
2016-07-01  00:00:153,26.66666667,26.73333333,26.13333333,26.33333333,15.35933431,176.325,39.54100037
2016-07-01  00:00:154,26.6,26.6,26.2,26.33333333,15.35933431,196.195,41.73799896
2016-07-01  00:00:155,26,26,25.53333333,25.93333333,15.12602336,207.16,44.1554985
2016-07-01  00:00:156,25.86666667,25.86666667,25.33333333,25.53333333,14.89271749,189,46.57249832
2016-07-01  00:00:157,25.8,25.8,25.4,25.66666667,14.97048747,81.065,47.01150131
2016-07-01  00:00:158,25.66666667,26,25.53333333,25.93333333,15.12602336,155.13,49.42900085
2016-07-01  00:00:159,25.6,25.66666667,25.33333333,25.66666667,14.97048747,133.765,49.20899963
2016-07-01  00:00:160,25.86666667,26,25.66666667,26,15.16490885,144.6,47.45100021
